Volcano Name,Eruption Type,Max. VEI,Country,Volcanic_Region,Volcano_type,Summit,Year,Latitude_value,Longitude_value
Longgang Group,Confirmed Eruption,0,China,Kamchatka and Mainland Asia,11,1000,350,42.33,126.5
Tolbachik,Confirmed Eruption,0,Russia,Kamchatka and Mainland Asia,13,3611,350,55.832,160.326
Taveuni,Confirmed Eruption,2,Fiji,New Zealand to Fiji,13,1241,350,-16.82,-179.97
St. Andrew Strait,Confirmed Eruption,0,Papua New Guinea,Melanesia and Australia,2,270,350,-2.38,147.35
Tungurahua,Confirmed Eruption,3,Ecuador,South America,14,5023,350,-1.467,-78.442
"Ruiz, Nevado del",Confirmed Eruption,3,Colombia,South America,14,5279,350,4.892,-75.324
Pelee,Confirmed Eruption,4,France,West Indies,14,1394,350,14.809,-61.165
Hekla,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,14,1490,350,63.983,-19.666
Nabukelevu,Confirmed Eruption,0,Fiji,New Zealand to Fiji,9,805,340,-19.12,177.98
Akutan,Confirmed Eruption,5,United States,Alaska,14,1303,340,54.134,-165.986
Augustine,Confirmed Eruption,0,United States,Alaska,9,1252,340,59.363,-153.43
Izu-Oshima,Confirmed Eruption,4,Japan,"Japan, Taiwan, Marianas",14,746,340,34.724,139.394
Hornopiren,Confirmed Eruption,0,Chile,South America,14,1572,340,-41.874,-72.431
Villarrica,Confirmed Eruption,0,Chile,South America,14,2847,330,-39.42,-71.93
Nasudake,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",14,1915,330,37.125,139.963
Tengger Caldera,Confirmed Eruption,3,Indonesia,Indonesia,14,2329,330,-7.942,112.95
Taveuni,Confirmed Eruption,2,Fiji,New Zealand to Fiji,13,1241,320,-16.82,-179.97
Miyakejima,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",14,775,320,34.094,139.526
Mono-Inyo Craters,Confirmed Eruption,0,United States,Canada and Western USA,9,2796,320,37.804,-119.029
Witori,Confirmed Eruption,5,Papua New Guinea,Melanesia and Australia,1,724,310,-5.576,150.516
Imuruk Lake,Confirmed Eruption,0,United States,Alaska,13,610,300,65.517,-163.45
Mauna Loa,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,4170,300,19.475,-155.608
Zaozan [Zaosan],Confirmed Eruption,4,Japan,"Japan, Taiwan, Marianas",2,1841,300,38.144,140.44
Fujisan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,3776,300,35.361,138.728
Tolmachev Dol,Confirmed Eruption,0,Russia,Kamchatka and Mainland Asia,11,1021,300,52.63,157.58
Pelee,Confirmed Eruption,4,France,West Indies,14,1394,300,14.809,-61.165
Ischia,Confirmed Eruption,0,Italy,Mediterranean and Western Asia,2,789,295,40.73,13.897
Redoubt,Confirmed Eruption,0,United States,Alaska,14,3108,290,60.485,-152.742
Parinacota,Confirmed Eruption,4,Chile-Bolivia,South America,14,6336,290,-18.166,-69.142
Pululahua,Confirmed Eruption,0,Ecuador,South America,1,3356,290,0.038,-78.463
Katla,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,15,1490,290,63.633,-19.083
Mono-Inyo Craters,Confirmed Eruption,3,United States,Canada and Western USA,9,2796,290,37.804,-119.029
Merapi,Confirmed Eruption,0,Indonesia,Indonesia,14,2910,280,-7.54,110.446
Ata,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",1,924,270,31.22,130.57
Taveuni,Confirmed Eruption,1,Fiji,New Zealand to Fiji,13,1241,270,-16.82,-179.97
St. Helens,Confirmed Eruption,0,United States,Canada and Western USA,14,2549,270,46.2,-122.18
Katla,Confirmed Eruption,3,Iceland,Iceland and Arctic Ocean,15,1490,270,63.633,-19.083
Chimborazo,Confirmed Eruption,0,Ecuador,South America,14,6261,270,-1.469,-78.817
Cayambe,Confirmed Eruption,0,Ecuador,South America,3,5790,260,0.029,-77.986
Baru,Confirmed Eruption,0,Panama,México and Central America,14,3474,260,8.808,-82.543
"Tolima, Nevado del",Confirmed Eruption,3,Colombia,South America,14,5215,260,4.658,-75.33
Katla,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,15,1490,260,63.633,-19.083
Miyakejima,Confirmed Eruption,4,Japan,"Japan, Taiwan, Marianas",14,775,260,34.094,139.526
Taupo,Confirmed Eruption,0,New Zealand,New Zealand to Fiji,1,760,260,-38.82,176
Quetrupillan,Confirmed Eruption,3,Chile,South America,14,2360,255,-39.496,-71.722
Etna,Confirmed Eruption,3,Italy,Mediterranean and Western Asia,14,3320,252,37.748,14.999
Stromboli,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,14,924,250,38.789,15.213
Iraya,Confirmed Eruption,0,Philippines,Philippines and SE Asia,14,1009,250,20.469,122.01
Krakatau,Confirmed Eruption,0,Indonesia,Indonesia,1,155,250,-6.102,105.423
Izu-Oshima,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",14,746,250,34.724,139.394
Nasudake,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",14,1915,250,37.125,139.963
Fujisan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",14,3776,250,35.361,138.728
Gorely,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,1,1799,250,52.559,158.03
Mutnovsky,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,2,2288,250,52.449,158.196
Akan,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",1,1499,250,43.384,144.013
Oshima-Oshima,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",14,732,250,41.51,139.367
Popocatepetl,Confirmed Eruption,0,Mexico,México and Central America,14,5393,250,19.023,-98.622
Seguam,Confirmed Eruption,0,United States,Alaska,14,1054,250,52.315,-172.51
Tolbachik,Confirmed Eruption,0,Russia,Kamchatka and Mainland Asia,13,3611,250,55.832,160.326
Bezymianny,Confirmed Eruption,0,Russia,Kamchatka and Mainland Asia,14,2882,250,55.972,160.595
Sheveluch,Confirmed Eruption,4,Russia,Kamchatka and Mainland Asia,14,3283,250,56.653,161.36
"Quill, The",Confirmed Eruption,0,Netherlands,West Indies,14,601,250,17.478,-62.96
Hekla,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,14,1490,250,63.983,-19.666
Krafla,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,1,800,250,65.715,-16.728
Tenerife,Confirmed Eruption,0,Spain,Atlantic Ocean,14,3715,240,28.271,-16.641
Ksudach,Confirmed Eruption,6,Russia,Kamchatka and Mainland Asia,14,1079,240,51.844,157.572
Fujisan,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",14,3776,240,35.361,138.728
Taupo,Confirmed Eruption,6,New Zealand,New Zealand to Fiji,1,760,233,-38.82,176
Sundoro,Confirmed Eruption,0,Indonesia,Indonesia,14,3136,230,-7.3,109.992
Sheveluch,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,14,3283,230,56.653,161.36
St. Helens,Confirmed Eruption,0,United States,Canada and Western USA,14,2549,230,46.2,-122.18
Vesuvius,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,14,1281,222,40.821,14.426
Taveuni,Confirmed Eruption,0,Fiji,New Zealand to Fiji,13,1241,220,-16.82,-179.97
"Orizaba, Pico de",Confirmed Eruption,3,Mexico,México and Central America,14,5564,220,19.03,-97.27
Fujisan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",14,3776,220,35.361,138.728
Pelee,Confirmed Eruption,0,France,West Indies,14,1394,220,14.809,-61.165
Calbuco,Confirmed Eruption,0,Chile,South America,14,1974,220,-41.33,-72.618
Darwin,Confirmed Eruption,0,Ecuador,South America,13,1330,210,-0.18,-91.28
Poas,Confirmed Eruption,0,Costa Rica,México and Central America,14,2697,210,10.2,-84.233
Salton Buttes,Confirmed Eruption,0,United States,Canada and Western USA,9,-40,210,33.197,-115.616
Vesuvius,Confirmed Eruption,4,Italy,Mediterranean and Western Asia,14,1281,203,40.821,14.426
"Arhab, Harra of",Confirmed Eruption,2,Yemen,Middle East and Indian Ocean,20,3100,200,15.63,44.08
Adams,Confirmed Eruption,2,United States,Canada and Western USA,14,3742,200,46.206,-121.49
Glacier Peak,Confirmed Eruption,4,United States,Canada and Western USA,14,3213,200,48.112,-121.113
Chichinautzin,Confirmed Eruption,3,Mexico,México and Central America,20,3930,200,19.08,-99.13
Mauna Loa,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,4170,200,19.475,-155.608
Kanaga,Confirmed Eruption,0,United States,Alaska,14,1307,200,51.923,-177.168
Aniakchak,Confirmed Eruption,0,United States,Alaska,1,1341,200,56.88,-158.17
Fujisan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",14,3776,200,35.361,138.728
Hakusan,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",14,2702,200,36.155,136.771
Gorely,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,1,1799,200,52.559,158.03
Uzon,Confirmed Eruption,0,Russia,Kamchatka and Mainland Asia,1,1617,200,54.5,159.97
Kuttara,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",14,549,200,42.491,141.16
Cayambe,Confirmed Eruption,0,Ecuador,South America,3,5790,200,0.029,-77.986
Tungurahua,Confirmed Eruption,0,Ecuador,South America,14,5023,200,-1.467,-78.442
Melimoyu,Confirmed Eruption,0,Chile,South America,14,2400,200,-44.08,-72.88
Snaefellsjokull,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,14,1446,200,64.8,-23.783
Katla,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,15,1490,200,63.633,-19.083
Terceira,Confirmed Eruption,0,Portugal,Atlantic Ocean,14,1023,190,38.73,-27.32
Tenerife,Confirmed Eruption,0,Spain,Atlantic Ocean,14,3715,190,28.271,-16.641
"Chichon, El",Confirmed Eruption,0,Mexico,México and Central America,9,1150,190,17.36,-93.228
Redoubt,Confirmed Eruption,0,United States,Alaska,14,3108,190,60.485,-152.742
Wrangell,Confirmed Eruption,4,United States,Alaska,13,4278,190,62.006,-144.017
St. Helens,Confirmed Eruption,0,United States,Canada and Western USA,14,2549,190,46.2,-122.18
Tengger Caldera,Confirmed Eruption,2,Indonesia,Indonesia,14,2329,190,-7.942,112.95
Merapi,Confirmed Eruption,0,Indonesia,Indonesia,14,2910,190,-7.54,110.446
Okataina,Confirmed Eruption,0,New Zealand,New Zealand to Fiji,9,1111,180,-38.12,176.5
Cotopaxi,Confirmed Eruption,4,Ecuador,South America,14,5911,180,-0.677,-78.436
Vesuvius,Confirmed Eruption,3,Italy,Mediterranean and Western Asia,14,1281,172,40.821,14.426
Savai'i,Confirmed Eruption,0,Samoa,New Zealand to Fiji,13,1858,170,-13.612,-172.525
Sheveluch,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,14,3283,170,56.653,161.36
Cayambe,Confirmed Eruption,0,Ecuador,South America,3,5790,170,0.029,-77.986
Liamuiga,Confirmed Eruption,4,Saint Kitts and Nevis,West Indies,14,1156,160,17.37,-62.8
Agua de Pau,Confirmed Eruption,0,Portugal,Atlantic Ocean,14,947,160,37.77,-25.47
Calbuco,Confirmed Eruption,4,Chile,South America,14,1974,160,-41.33,-72.618
Wolf,Confirmed Eruption,0,Ecuador,South America,13,1710,150,0.02,-91.35
Cotopaxi,Confirmed Eruption,4,Ecuador,South America,14,5911,150,-0.677,-78.436
Masaya,Confirmed Eruption,5,Nicaragua,México and Central America,1,594,150,11.985,-86.165
Bardarbunga,Confirmed Eruption,2,Iceland,Iceland and Arctic Ocean,14,2000,150,64.633,-17.516
Torfajokull,Confirmed Eruption,3,Iceland,Iceland and Arctic Ocean,14,1280,150,63.892,-19.122
Hengill,Confirmed Eruption,2,Iceland,Iceland and Arctic Ocean,5,803,150,64.083,-21.416
Stromboli,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,14,924,150,38.789,15.213
Taranaki,Confirmed Eruption,3,New Zealand,New Zealand to Fiji,14,2518,150,-39.3,174.07
Krummel-Garbuna-Welcker,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,14,564,150,-5.416,150.027
Ata,Confirmed Eruption,4,Japan,"Japan, Taiwan, Marianas",1,924,150,31.22,130.57
Bezymianny,Confirmed Eruption,0,Russia,Kamchatka and Mainland Asia,14,2882,150,55.972,160.595
Tolbachik,Confirmed Eruption,0,Russia,Kamchatka and Mainland Asia,13,3611,150,55.832,160.326
Shasta,Confirmed Eruption,0,United States,Canada and Western USA,14,4317,150,41.409,-122.193
Kilauea,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,1222,150,19.421,-155.287
Mauna Loa,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,4170,150,19.475,-155.608
Mashu,Confirmed Eruption,4,Japan,"Japan, Taiwan, Marianas",1,857,150,43.572,144.561
Iwatesan,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",2,2038,150,39.853,141.001
Izu-Oshima,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",14,746,150,34.724,139.394
Ischia,Confirmed Eruption,0,Italy,Mediterranean and Western Asia,2,789,145,40.73,13.897
Vulcano,Confirmed Eruption,0,Italy,Mediterranean and Western Asia,14,500,144,38.404,14.962
Milos,Confirmed Eruption,1,Greece,Mediterranean and Western Asia,14,751,140,36.699,24.439
"Orizaba, Pico de",Confirmed Eruption,3,Mexico,México and Central America,14,5564,140,19.03,-97.27
Puyehue-Cordon Caulle,Confirmed Eruption,0,Chile,South America,14,2236,140,-40.59,-72.117
Pelee,Confirmed Eruption,4,France,West Indies,14,1394,130,14.809,-61.165
Katla,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,15,1490,130,63.633,-19.083
Ata,Confirmed Eruption,4,Japan,"Japan, Taiwan, Marianas",1,924,130,31.22,130.57
Leonard Range,Confirmed Eruption,0,Philippines,Philippines and SE Asia,14,1080,120,7.382,126.047
Merapi,Confirmed Eruption,0,Indonesia,Indonesia,14,2910,120,-7.54,110.446
"Fournaise, Piton de la",Confirmed Eruption,0,France,Middle East and Indian Ocean,13,2632,120,-21.244,55.708
San Martin,Confirmed Eruption,0,Mexico,México and Central America,13,1650,120,18.57,-95.2
Sheveluch,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,14,3283,120,56.653,161.36
Redoubt,Confirmed Eruption,0,United States,Alaska,14,3108,110,60.485,-152.742
Puyehue-Cordon Caulle,Confirmed Eruption,0,Chile,South America,14,2236,110,-40.59,-72.117
Villarrica,Confirmed Eruption,0,Chile,South America,14,2847,110,-39.42,-71.93
Tungurahua,Confirmed Eruption,3,Ecuador,South America,14,5023,100,-1.467,-78.442
Deception Island,Confirmed Eruption,0,Antarctica,Antarctica,1,602,100,-63.001,-60.652
St. Helens,Confirmed Eruption,0,United States,Canada and Western USA,14,2549,100,46.2,-122.18
Mauna Loa,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,4170,100,19.475,-155.608
Sheveluch,Confirmed Eruption,4,Russia,Kamchatka and Mainland Asia,14,3283,100,56.653,161.36
Fujisan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",14,3776,100,35.361,138.728
Akan,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",1,1499,100,43.384,144.013
Avachinsky,Confirmed Eruption,0,Russia,Kamchatka and Mainland Asia,14,2717,100,53.256,158.836
Etna,Confirmed Eruption,0,Italy,Mediterranean and Western Asia,14,3320,100,37.748,14.999
Taranaki,Confirmed Eruption,0,New Zealand,New Zealand to Fiji,14,2518,100,-39.3,174.07
Raoul Island,Confirmed Eruption,4,New Zealand,New Zealand to Fiji,14,516,100,-29.27,-177.92
Acatenango,Confirmed Eruption,0,Guatemala,México and Central America,14,3976,90,14.501,-90.876
"Orizaba, Pico de",Confirmed Eruption,3,Mexico,México and Central America,14,5564,90,19.03,-97.27
Tenerife,Confirmed Eruption,0,Spain,Atlantic Ocean,14,3715,90,28.271,-16.641
Sete Cidades,Confirmed Eruption,4,Portugal,Atlantic Ocean,14,842,90,37.865,-25.785
Lanin,Confirmed Eruption,0,Chile-Argentina,South America,14,3776,90,-39.637,-71.502
"Misti, El",Confirmed Eruption,0,Peru,South America,14,5822,90,-16.294,-71.409
Parinacota,Confirmed Eruption,0,Chile-Bolivia,South America,14,6336,90,-18.166,-69.142
Furnas,Confirmed Eruption,5,Portugal,Atlantic Ocean,14,805,80,37.77,-25.32
Haleakala,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,3055,80,20.708,-156.25
Rausudake,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",14,1660,80,44.076,145.122
Ischia,Confirmed Eruption,0,Italy,Mediterranean and Western Asia,2,789,80,40.73,13.897
Vesuvius,Confirmed Eruption,5,Italy,Mediterranean and Western Asia,14,1281,79,40.821,14.426
Tacana,Confirmed Eruption,4,Mexico-Guatemala,México and Central America,14,4064,70,15.132,-92.109
Redoubt,Confirmed Eruption,0,United States,Alaska,14,3108,70,60.485,-152.742
Terceira,Confirmed Eruption,0,Portugal,Atlantic Ocean,14,1023,70,38.73,-27.32
Cotopaxi,Confirmed Eruption,4,Ecuador,South America,14,5911,70,-0.677,-78.436
Guagua Pichincha,Confirmed Eruption,4,Ecuador,South America,14,4784,70,-0.171,-78.598
Churchill,Confirmed Eruption,6,United States,Alaska,14,5005,60,61.38,-141.75
Liamuiga,Confirmed Eruption,0,Saint Kitts and Nevis,West Indies,14,1156,60,17.37,-62.8
Pelee,Confirmed Eruption,4,France,West Indies,14,1394,50,14.809,-61.165
Mauna Loa,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,4170,50,19.475,-155.608
Shasta,Confirmed Eruption,0,United States,Canada and Western USA,14,4317,50,41.409,-122.193
Ichinsky,Confirmed Eruption,0,Russia,Kamchatka and Mainland Asia,14,3596,50,55.678,157.718
Tolbachik,Confirmed Eruption,4,Russia,Kamchatka and Mainland Asia,13,3611,50,55.832,160.326
Bezymianny,Confirmed Eruption,0,Russia,Kamchatka and Mainland Asia,14,2882,50,55.972,160.595
Gorely,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,1,1799,50,52.559,158.03
Mutnovsky,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,2,2288,50,52.449,158.196
Iliinsky,Confirmed Eruption,0,Russia,Kamchatka and Mainland Asia,14,1555,50,51.498,157.203
Fujisan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",14,3776,50,35.361,138.728
Kusatsu-Shiranesan,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",14,2165,50,36.618,138.528
Vulcano,Confirmed Eruption,0,Italy,Mediterranean and Western Asia,14,500,50,38.404,14.962
Stromboli,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,14,924,50,38.789,15.213
Elbrus,Confirmed Eruption,0,Russia,Mediterranean and Western Asia,14,5642,50,43.351,42.442
Ambrym,Confirmed Eruption,6,Vanuatu,Melanesia and Australia,12,1334,50,-16.25,168.12
Santorini,Confirmed Eruption,3,Greece,Mediterranean and Western Asia,13,367,46,36.404,25.396
Ischia,Confirmed Eruption,3,Italy,Mediterranean and Western Asia,2,789,40,40.73,13.897
Three Sisters,Confirmed Eruption,2,United States,Canada and Western USA,2,3159,40,44.133,-121.767
"Orizaba, Pico de",Confirmed Eruption,3,Mexico,México and Central America,14,5564,40,19.03,-97.27
Calbuco,Confirmed Eruption,0,Chile,South America,14,1974,40,-41.33,-72.618
Turrialba,Confirmed Eruption,4,Costa Rica,México and Central America,14,3340,40,10.025,-83.767
Tenerife,Confirmed Eruption,0,Spain,Atlantic Ocean,14,3715,40,28.271,-16.641
Gran Canaria,Confirmed Eruption,0,Spain,Atlantic Ocean,21,1950,40,28,-15.58
Etna,Confirmed Eruption,0,Italy,Mediterranean and Western Asia,14,3320,39,37.748,14.999
Quetrupillan,Confirmed Eruption,4,Chile,South America,14,2360,35,-39.496,-71.722
Tenerife,Confirmed Eruption,0,Spain,Atlantic Ocean,14,3715,30,28.271,-16.641
Katla,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,15,1490,30,63.633,-19.083
Ata,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",1,924,30,31.22,130.57
Merapi,Confirmed Eruption,4,Indonesia,Indonesia,14,2910,20,-7.54,110.446
Etna,Confirmed Eruption,0,Italy,Mediterranean and Western Asia,14,3320,10,37.748,14.999
Salton Buttes,Confirmed Eruption,0,United States,Canada and Western USA,9,-40,10,33.197,-115.616
Mono-Inyo Craters,Confirmed Eruption,0,United States,Canada and Western USA,9,2796,10,37.804,-119.029
Gran Canaria,Confirmed Eruption,0,Spain,Atlantic Ocean,21,1950,10,28,-15.58
Pelee,Confirmed Eruption,4,France,West Indies,14,1394,10,14.809,-61.165
Cayambe,Confirmed Eruption,0,Ecuador,South America,3,5790,10,0.029,-77.986
Tokachidake,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",14,2077,1,43.418,142.686
Arxan-Chaihe,Confirmed Eruption,0,China,Kamchatka and Mainland Asia,11,1677,0,47.45,120.8
Ischia,Confirmed Eruption,0,Italy,Mediterranean and Western Asia,2,789,-6,40.73,13.897
Sheveluch,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,14,3283,-10,56.653,161.36
"Chichon, El",Confirmed Eruption,0,Mexico,México and Central America,9,1150,-20,17.36,-93.228
Vulcano,Confirmed Eruption,0,Italy,Mediterranean and Western Asia,14,500,-24,38.404,14.962
Mauna Loa,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,4170,-30,19.475,-155.608
Etna,Confirmed Eruption,0,Italy,Mediterranean and Western Asia,14,3320,32,37.748,14.999
Etna,Confirmed Eruption,0,Italy,Mediterranean and Western Asia,14,3320,36,37.748,14.999
Taranaki,Confirmed Eruption,0,New Zealand,New Zealand to Fiji,14,2518,-40,-39.3,174.07
Etna,Confirmed Eruption,3,Italy,Mediterranean and Western Asia,14,3320,44,37.748,14.999
Etna,Confirmed Eruption,0,Italy,Mediterranean and Western Asia,14,3320,-49,37.748,14.999
Stromboli,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,14,924,-50,38.789,15.213
"Lengai, Ol Doinyo",Confirmed Eruption,0,Tanzania,Africa and Red Sea,14,2962,-50,-2.764,35.914
Rungwe,Confirmed Eruption,4,Tanzania,Africa and Red Sea,14,2953,-50,-9.135,33.668
Aluto,Confirmed Eruption,0,Ethiopia,Africa and Red Sea,14,2335,-50,7.77,38.78
Raoul Island,Confirmed Eruption,3,New Zealand,New Zealand to Fiji,14,516,-50,-29.27,-177.92
Dieng Volcanic Complex,Confirmed Eruption,0,Indonesia,Indonesia,2,2565,-50,-7.2,109.879
Kilauea,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,1222,-50,19.421,-155.287
Loihi,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,16,-975,-50,18.92,-155.27
Three Sisters,Confirmed Eruption,3,United States,Canada and Western USA,2,3159,-50,44.133,-121.767
Northern EPR at 9.8°N,Confirmed Eruption,0,Undersea Features,Hawaii and Pacific Ocean,16,-2500,-50,9.83,-104.3
Northern EPR at 17°N,Confirmed Eruption,0,Undersea Features,Hawaii and Pacific Ocean,16,-2700,-50,16.55,-105.32
Northern EPR at 16°N,Confirmed Eruption,0,Undersea Features,Hawaii and Pacific Ocean,16,-2300,-50,15.83,-105.43
Adams Seamount,Confirmed Eruption,0,Undersea Features,Hawaii and Pacific Ocean,16,-39,-50,-25.37,-129.27
Shikotsu,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",1,1320,-50,42.688,141.38
Akan,Confirmed Eruption,4,Japan,"Japan, Taiwan, Marianas",1,1499,-50,43.384,144.013
Moyorodake [Medvezhia],Confirmed Eruption,0,Japan - administered by Russia,Kuril Islands,14,1124,-50,45.389,148.838
Zhupanovsky,Confirmed Eruption,0,Russia,Kamchatka and Mainland Asia,3,2899,-50,53.589,159.15
Kronotsky,Confirmed Eruption,0,Russia,Kamchatka and Mainland Asia,14,3482,-50,54.753,160.533
Hakoneyama,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",2,1438,-50,35.233,139.021
Norikuradake,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",14,3026,-50,36.106,137.554
Hakkodasan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,1585,-50,40.659,140.877
Miyakejima,Confirmed Eruption,3,Japan,"Japan, Taiwan, Marianas",14,775,-50,34.094,139.526
Akita-Komagatake,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",14,1637,-50,39.761,140.799
Adatarayama,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",14,1728,-50,37.647,140.281
Chacana,Confirmed Eruption,0,Ecuador,South America,1,4643,-50,-0.375,-78.25
Cotopaxi,Confirmed Eruption,3,Ecuador,South America,14,5911,-50,-0.677,-78.436
Tungurahua,Confirmed Eruption,3,Ecuador,South America,14,5023,-50,-1.467,-78.442
Apoyeque,Confirmed Eruption,6,Nicaragua,México and Central America,12,518,-50,12.242,-86.342
Bouvet,Confirmed Eruption,0,Norway,Atlantic Ocean,13,741,-50,-54.408,3.351
Grimsvotn,Confirmed Eruption,2,Iceland,Iceland and Arctic Ocean,1,1719,-50,64.416,-17.316
Krafla,Confirmed Eruption,2,Iceland,Iceland and Arctic Ocean,1,800,-50,65.715,-16.728
"Maule, Laguna del",Confirmed Eruption,0,Chile,South America,1,2162,-50,-36.058,-70.492
Mauna Loa,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,4170,-60,19.475,-155.608
Terceira,Confirmed Eruption,0,Portugal,Atlantic Ocean,14,1023,-60,38.73,-27.32
Ata,Confirmed Eruption,4,Japan,"Japan, Taiwan, Marianas",1,924,-80,31.22,130.57
Leonard Range,Confirmed Eruption,0,Philippines,Philippines and SE Asia,14,1080,-80,7.382,126.047
Mauna Loa,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,4170,-80,19.475,-155.608
Hualalai,Confirmed Eruption,0,United States,Hawaii and Pacific Ocean,13,2523,-80,19.692,-155.87
Katla,Confirmed Eruption,0,Iceland,Iceland and Arctic Ocean,15,1490,-80,63.633,-19.083
Hengill,Confirmed Eruption,2,Iceland,Iceland and Arctic Ocean,5,803,-80,64.083,-21.416
Tenerife,Confirmed Eruption,4,Spain,Atlantic Ocean,14,3715,-80,28.271,-16.641
Lanin,Confirmed Eruption,0,Chile-Argentina,South America,14,3776,-80,-39.637,-71.502
"Misti, El",Confirmed Eruption,4,Peru,South America,14,5822,-80,-16.294,-71.409
"Burney, Monte",Confirmed Eruption,0,Chile,South America,14,1758,-90,-52.33,-73.4
Terceira,Confirmed Eruption,0,Portugal,Atlantic Ocean,14,1023,-90,38.73,-27.32
Redoubt,Confirmed Eruption,0,United States,Alaska,14,3108,-90,60.485,-152.742
Taveuni,Confirmed Eruption,2,Fiji,New Zealand to Fiji,13,1241,-90,-16.82,-179.97
Vulcano,Confirmed Eruption,3,Italy,Mediterranean and Western Asia,14,500,-91,38.404,14.962
Ischia,Confirmed Eruption,0,Italy,Mediterranean and Western Asia,2,789,-91,40.73,13.897
Redoubt,Confirmed Eruption,0,United States,Alaska,14,3108,-100,60.485,-152.742
St. Helens,Confirmed Eruption,0,United States,Canada and Western USA,14,2549,-100,46.2,-122.18
Tolbachik,Confirmed Eruption,0,Russia,Kamchatka and Mainland Asia,13,3611,-100,55.832,160.326
Okmok,Confirmed Eruption,6,United States,Alaska,13,1073,-100,53.43,-168.13
Kozushima,Confirmed Eruption,0,Japan,"Japan, Taiwan, Marianas",9,572,-100,34.219,139.153
